title_processed,abstract_processed,group
attenuate [MeSH:C0042211] effect carteolol [MeSH:C0007299] hydrochloride beta-adrenoceptor antagonist [MeSH:C0001645] neuroleptic-induced catalepsy rat,know beta-adrenoceptor antagonist [MeSH:C0001645] [MeSH:C0001645] effective [MeSH:C5392218] akathisia [MeSH:C0392156] [MeSH:C0392156] extrapyramidal effect [MeSH:C0015372] occur neuroleptic neuroleptic-induced catalepsy model [MeSH:C0011381] [MeSH:C0040615] neuroleptic-induced extrapyramidal effect [MeSH:C0015372] consider suitable model [MeSH:C0011381] predict neuroleptic-induced akathisia [MeSH:C0392156] [MeSH:C0392156] human [MeSH:C0086418] neuroleptic-induced catalepsy consider specific test neuroleptic-induced akathisia [MeSH:C0392156] [MeSH:C0392156] effect carteolol [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] beta-adrenoceptor antagonist [MeSH:C0001645] [MeSH:C0001645] haloperidol [MeSH:C0018546]-induced catalepsy rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] behavioral [MeSH:C0004927]ly study compare propranolol [MeSH:C0033497] [MeSH:C0033497] [MeSH:C0033497] biperiden [MeSH:C0005578] [MeSH:C0005578] [MeSH:C0005578] muscarinic receptor antagonist [MeSH:C0003385] carteolol [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] propranolol [MeSH:C0033497] [MeSH:C0033497] [MeSH:C0033497] biperiden [MeSH:C0005578] [MeSH:C0005578] [MeSH:C0005578] inhibit [MeSH:C0021463] [MeSH:C0021463] [MeSH:C0021463] haloperidol [MeSH:C0018546]-induced catalepsy inhibit [MeSH:C0021463] [MeSH:C0021463] [MeSH:C0021463]ory effect carteolol [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] comparable propranolol [MeSH:C0033497] [MeSH:C0033497] [MeSH:C0033497] weak biperiden [MeSH:C0005578] [MeSH:C0005578] [MeSH:C0005578] carteolol [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] evoke postsynaptic dopamine receptor [MeSH:C0034798]-stimulating behavioral [MeSH:C0004927] sign stereotypy hyperlocomotion rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] carteolol [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] antagonize inhibit [MeSH:C0021463] [MeSH:C0021463] [MeSH:C0021463]ory effect haloperidol [MeSH:C0018546] apomorphine-induced stereotypy locomotor activity [MeSH:C0023946] rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] addition carteolol [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] evoke -ht1a receptor-stimulating behavioral [MeSH:C0004927] sign flat body posture forepaw treading inhibit [MeSH:C0021463] [MeSH:C0021463] [MeSH:C0021463] -hydroxytryptophan-induced head twitch rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] finally carteolol [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] inhibit [MeSH:C0021463] [MeSH:C0021463] [MeSH:C0021463] physostigmine-induced lethality rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] result strongly suggest carteolol [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] [MeSH:C0007299] improve haloperidol [MeSH:C0018546]-induced catalepsy beta-adrenoceptor antagonist [MeSH:C0001645] [MeSH:C0001645]ic activity expect effective [MeSH:C5392218] akathisia [MeSH:C0392156] [MeSH:C0392156] attenuate [MeSH:C0042211] neuroleptic-induced antipsychotic effect postsynaptic dopamine receptor [MeSH:C0034798] antagonistic activity,neurological
smooth muscle [MeSH:C1267092] meet diabetes mellitus [MeSH:C0011849] neurological perspective,heart disease [MeSH:C0018799] affect adult [MeSH:C0001675] population [MeSH:C0032659] worldwide particularly involve cognitive impairment [MeSH:C0338656] stroke method [MeSH:C0038454] conduct observational [MeSH:C0302523] evaluate [MeSH:C0013175] calcium channel blocker [MeSH:C0006684] patient [MeSH:C0030705] examine encephalopathy [MeSH:C0085584] parameter result positive response relevance [MeSH:C2826293],neurological|cardiovascular
difficulty ascertainment c9 deficiency [MeSH:C3151189] lesson draw compound heterozygote [MeSH:C0019425] c9-deficient subject,patient [MeSH:C0030705] [MeSH:C0030705] long-surviving mismatched kidney allograft investigate [MeSH:C0035173] complement function haemolytic assay agarose gel find alternative pathway [MeSH:C0009546] activity low normal classical pathway surprisingly investigation [MeSH:C0035173] reveal patient [MeSH:C0030705] [MeSH:C0030705] complement normal component c9 [MeSH:C0009526] functionally absent show heterozygous dna marker c6 c7 c9 region chromosome appear compound heterozygote [MeSH:C0019425] uncharacterized c9 deficiency [MeSH:C3151189] [MeSH:C3151189] gene serological elisa reveal trace [MeSH:C3853635] concentration non-functional c9 molecule western blot [MeSH:C0949466] sufficiently sensitive [MeSH:C1017675] permit detection molecule hypothesize heterozygous complete [MeSH:C0019425] deficiency c9 gene direct hyposynthesis defective [MeSH:C0011139] c9 suggest c9 deficiency [MeSH:C3151189] [MeSH:C3151189] common caucasian [MeSH:C0007457] report [MeSH:C0684224],hepatorenal
emerin deficiency [MeSH:C1623416] cause emery-dreifuss muscular dystrophy localized [MeSH:C0410189] inner nuclear membrane [MeSH:C0028584],x-linked recessive emery-dreifuss muscular dystrophy edmd [MeSH:C0026850] inherit muscle disorder [MeSH:C0026848] characterize triad progressive wasting [MeSH:C0043046] humero-peroneal muscle early [MeSH:C3177188] contracture elbow achille tendon postcervical muscle cardiac [MeSH:C0018810] conduction block high risk sudden death gene edmd xq2 encode novel protein [MeSH:C0033684] name emerin [MeSH:C0295734] [MeSH:C0295734] [MeSH:C0295734] localize nuclear membrane [MeSH:C0028584] skeletal [MeSH:C0011696] cardiac [MeSH:C0018810] smooth muscle non-muscle tissue [MeSH:C0026845] [MeSH:C0026845] investigate [MeSH:C0035173] possible physiological role [MeSH:C0031845] emerin [MeSH:C0295734] [MeSH:C0295734] [MeSH:C0295734] examine ultrastructural [MeSH:C0041623] localization protein [MeSH:C0033684] human skeletal [MeSH:C0011696] muscle hela cell [MeSH:C0018873] ultrathin cryosection find immune-labeled colloidal gold particle [MeSH:C0005166] localized [MeSH:C0036420] nucleoplasm [MeSH:C2717839]ic surface [MeSH:C2717839] inner nuclear membrane [MeSH:C0028584] nuclear pore emerin [MeSH:C0295734] [MeSH:C0295734] [MeSH:C0295734] stay cytoplasmic [MeSH:C0206587] surface nuclear lamina [MeSH:C1136039] detergent [MeSH:C1136039] solubilize membrane lipid wash membrane protein [MeSH:C0025249] [MeSH:C0033684] result suggest emerin [MeSH:C0295734] [MeSH:C0295734] [MeSH:C0295734] anchor inner nuclear membrane [MeSH:C0028584] hydrophobic stretch protrude hydrophilic region nucleoplasm [MeSH:C2717839] interact nuclear lamina [MeSH:C1136039] speculate emerin [MeSH:C0295734] [MeSH:C0295734] [MeSH:C0295734] contribute maintain nuclear structure stability nuclear function [MeSH:C0031843] particularly muscle tissue [MeSH:C0026845] severe stress [MeSH:C0018850] rigorous contraction-relaxation [MeSH:C0035028] movement [MeSH:C0026649] calcium flux,neurological
endothelial colorectal cancer [MeSH:C0009402] vascular [MeSH:C0221214] insight,hypothesis [MeSH:C3179072] calcium channel blocker [MeSH:C0006684] improve heart disease [MeSH:C0018799] outcome aortic dissection pathway method observational trial [MeSH:C0302523] elderly patient measure blood vessel [MeSH:C0005847] atrial flutter [MeSH:C0004239] result enhance therapeutic response [MeSH:C0087111] healthcare advancement,cardiovascular
analbuminemia [MeSH:C0239981] neonate [MeSH:C0021289],small-for-gestational-age infant [MeSH:C0349482] find analbuminemia [MeSH:C0239981] neonatal [MeSH:C0021709] period report case record [MeSH:C0034869] world literature review [MeSH:C0282441] patient [MeSH:C0030705] lack serum protein [MeSH:C0036825] essentially asymptomatic [MeSH:C2936329] apart minimal ankle edema ease fatigue apparent compensatory [MeSH:C0220808] mechanism [MeSH:C1524059] come play serum albumin [MeSH:C0036773] low include prolonged half-life albumin transferrin increase serum globulin beta lipoprotein glycoprotein arterial hypotension reduce capillary hydrostatic pressure [MeSH:C0020309] ability respond rapid sodium chloride [MeSH:C0037494] diuresis [MeSH:C0012797] response small volume change examination [MeSH:C0376306] plasma [MeSH:C0032105] amino acid [MeSH:C0002520] investigation [MeSH:C0035173] previously report reveal extremely low plasma [MeSH:C0032105] tryptophan important view role tryptophan albumin synthesis [MeSH:C3178925],neurological
pilocarpine [MeSH:C0031923] seizure [MeSH:C0036572] cause age-dependent impairment auditory location [MeSH:C0037710] discrimination [MeSH:C0242449],child status [MeSH:C0008059] epilepticus continuous rapidly repeat seizure life-threatening [MeSH:C4303743] cause life-long change brain behavior [MeSH:C0004927] extent status epilepticus [MeSH:C0038220] [MeSH:C0038220] cause deficit auditory discrimination [MeSH:C0242449] [MeSH:C0242449] [MeSH:C0242449] unknown naturalistic auditory location discrimination [MeSH:C0242449] [MeSH:C0242449] [MeSH:C0242449] evaluate question animal model [MeSH:C0599779] status epilepticus [MeSH:C0038220] [MeSH:C0038220] male sprague-dawley [MeSH:C0034715] rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] inject saline postnatal [MeSH:C0032782] p convulsant [MeSH:C0009950] dose pilocarpine [MeSH:C0031923] p2 p4 pilocarpine [MeSH:C0031923] induce status epilepticus [MeSH:C0038220] [MeSH:C0038220] status epilepticus [MeSH:C0038220] [MeSH:C0038220] p4 result ca3 cell loss [MeSH:C0003126] spontaneous seizure p2 rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] cell loss [MeSH:C0003126] spontaneous seizure mature [MeSH:C0349590] rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] train [MeSH:C0870303] sound-source location sound-silence discrimination [MeSH:C0242449] [MeSH:C0242449] [MeSH:C0242449] saline p2 rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] acquire discrimination [MeSH:C0242449] [MeSH:C0242449] [MeSH:C0242449] immediately status epilepticus [MeSH:C0038220] [MeSH:C0038220] p2 rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] acquisition [MeSH:C0023013] sound-source location discrimination [MeSH:C0242449] [MeSH:C0242449] [MeSH:C0242449] moderat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721]ely impaired [MeSH:C0020580] status epilepticus [MeSH:C0038220] [MeSH:C0038220] [MeSH:C0038220] p4 rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] fail acquire sound-source location sound-silence discrimination [MeSH:C0242449] [MeSH:C0242449] [MeSH:C0242449] status epilepticus [MeSH:C0038220] [MeSH:C0038220] rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] cause age-dependent long-term [MeSH:C0023977] impairment [MeSH:C1384666] auditory discrimination [MeSH:C0242449] [MeSH:C0242449] [MeSH:C0242449] impairment [MeSH:C1384666] explain cause impaired [MeSH:C0020580] auditory location discrimination [MeSH:C0242449] [MeSH:C0242449] [MeSH:C0242449] human [MeSH:C0086418],neurological
epinephrine [MeSH:C0014563] pattern atrial fibrillation [MeSH:C0004238] patient [MeSH:C0030705],hypothesis [MeSH:C3179072] beta-blocker [MeSH:C0001645] improve stroke [MeSH:C0038454] outcome serotonin pathway method randomized control trial [MeSH:C1096777] elderly patient measure glutamate acetylcholine [MeSH:C0001041] result improve disease management [MeSH:C0039798] cost-effectiveness [MeSH:C1511536] implication,neurological
diuretic [MeSH:C0012798] myocardial infarction brain [MeSH:C0006104] insight,design [MeSH:C0013171] retrospective [MeSH:C0035363] investigation [MeSH:C0035173] metformin [MeSH:C0025598] diabete participant [MeSH:C1708335] adult [MeSH:C0001675] population sciatica [MeSH:C0032659] alzheimer disease result improvement [MeSH:C2936612] primary endpoint neurofibroma [MeSH:C0027830] correlation [MeSH:C0010100] therapeutic [MeSH:C0087111] innovation,neurological
eeg [MeSH:C0013819] reveal diabetes mellitus [MeSH:C0011849] secret,investigate [MeSH:C0035173] ace inhibitor [MeSH:C0003015] effect dementia amygdala method cancer patient [MeSH:C0030705] undergo observational [MeSH:C0302523] cerebellar [MeSH:C0007765] memory loss assessment result improvement [MeSH:C2936612] primary endpoint safety [MeSH:C0036043] consideration,neurological
renal cyst pathway hepatitis,retrospective [MeSH:C0035363] examine ace inhibitor hypertension [MeSH:C0003015] diabetic [MeSH:C1263960] patient [MeSH:C0030705] investigation [MeSH:C0035173] include bilirubin interstitial nephritis [MeSH:C0027707] oliguria method [MeSH:C0028961] participant [MeSH:C1708335] include result improve outcome implication care improvement,hepatorenal
spect imaging [MeSH:C2350398] reveal breast cancer [MeSH:C0006142] secret,design [MeSH:C0013171] prospective investigation beta-blocker heart disease participant cancer patient [MeSH:C0030705] neuron [MeSH:C0027882] epinephrine [MeSH:C0014563] result enhance therapeutic [MeSH:C0087111] response [MeSH:C0087111] dysarthria [MeSH:C0013362] correlation [MeSH:C0010100] potential therapeutic [MeSH:C0087111] benefit [MeSH:C0021674],neurological
advanced angiography [MeSH:C0002978] reveal prostate cancer [MeSH:C0376358] mechanism [MeSH:C1524059],diabete affect adult [MeSH:C0001675] population [MeSH:C0032659] worldwide particularly involve primary [MeSH:C0033137] biliary cholangitis [MeSH:C0008312] cholelithiasis [MeSH:C0008350] method conduct prospective evaluate calcium channel blocker [MeSH:C0006684] patient [MeSH:C0030705] examine uremia [MeSH:C0041948] parameter result improve outcome safety consideration,hepatorenal
brain natriuretic peptide predictor [MeSH:C0054015] anthracycline-induced cardiotoxicity,anthracycline [MeSH:C0282564] effective antineoplastic drug [MeSH:C0003392] frequently cause dose-related cardiotoxicity [MeSH:C0876994] [MeSH:C0876994] [MeSH:C0876994] cardiotoxicity [MeSH:C0876994] [MeSH:C0876994] [MeSH:C0876994] conventional anthracycline [MeSH:C0282564] therapy highlight need search method highly sensitive [MeSH:C1017675] [MeSH:C1017675] capable predict cardiac dysfunction measure plasma [MeSH:C0032105] [MeSH:C0032105] [MeSH:C0032105] brain natriuretic peptide [MeSH:C0054015] bnp determine bnp serve simple diagnostic indicator [MeSH:C0021212] anthracycline [MeSH:C0282564]-induced cardiotoxicity [MeSH:C0876994] [MeSH:C0876994] [MeSH:C0876994] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] acute leukemia [MeSH:C0023465] treat daunorubicin dnr [MeSH:C0011015] -containing regiman thirteen patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] acute leukemia [MeSH:C0023465] treat dnr-containing regiman cardiac function [MeSH:C0018803] evaluate radionuclide angiography [MeSH:C0034604] [MeSH:C0034604] [MeSH:C0034604] chemotherapy [MeSH:C0013216] [MeSH:C0013216] plasma [MeSH:C0032105] [MeSH:C0032105] [MeSH:C0032105] level [MeSH:C0018759] atrial natriuretic peptide anp bnp measure radionuclide angiography [MeSH:C0034604] [MeSH:C0034604] [MeSH:C0034604] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] develop congestive heart failure [MeSH:C0018802] completion chemotherapy [MeSH:C0013216] [MeSH:C0013216] patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] diagnose subclinical heart failure [MeSH:C0018801] [MeSH:C0018801] [MeSH:C0018801] completion chemotherapy [MeSH:C0013216] [MeSH:C0013216] plasma [MeSH:C0032105] [MeSH:C0032105] [MeSH:C0032105] level [MeSH:C0018759] bnp patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] subclinical heart failure [MeSH:C0018801] [MeSH:C0018801] [MeSH:C0018801] increase normal limit pg ml detection [MeSH:C5392129] subclinical heart failure [MeSH:C0018801] [MeSH:C0018801] [MeSH:C0018801] radionuclide angiography [MeSH:C0034604] [MeSH:C0034604] [MeSH:C0034604] hand bnp increase patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] heart failure give dnr mg plasma [MeSH:C0032105] [MeSH:C0032105] [MeSH:C0032105] anp increase patient [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] [MeSH:C0030705] subclinical heart failure [MeSH:C0018801] [MeSH:C0018801] [MeSH:C0018801] preliminary [MeSH:C4505218] result suggest bnp useful early sensitive [MeSH:C1017675] [MeSH:C1017675] indicator [MeSH:C0021212] anthracycline [MeSH:C0282564]-induced cardiotoxicity [MeSH:C0876994] [MeSH:C0876994] [MeSH:C0876994],neurological|cardiovascular|oncological
prevention [MeSH:C2700409] seizure reorganization [MeSH:C0019985] hippocampal function transplantation [MeSH:C0040732] bone marrow cell acute phase experimental epilepsy,investigate [MeSH:C0035173] therapeutic [MeSH:C0087111] potential bone marrow mononuclear cell bmcs model epilepsy [MeSH:C0014544] induce pilocarpine [MeSH:C0031923] rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] bmcs obtain green fluorescent protein [MeSH:C0120285] gfp transgenic mouse [MeSH:C0025936] rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] transplant intravenously induction status epilepticus [MeSH:C0038220] se spontaneous recurrent seizure srs monitor racine seizure severity scale rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] saline-treated epileptic develop srs bmc-treated epileptic animal seizure [MeSH:C0036572] short term day transplantation regardless bmc source long-term [MeSH:C0023977] [MeSH:C0023977] chronic phase day transplantation bmc-treated epileptic animal seizure [MeSH:C0036572] low frequency durat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721]ion compare epileptic density hippocampal [MeSH:C0228249] [MeSH:C0228249] neuron [MeSH:C0027882] brain animal [MeSH:C0003062] treat bmcs markedly preserve hippocampal [MeSH:C0228249] [MeSH:C0228249] schaeffer collateral-ca1 synapsis long-term [MeSH:C0023977] [MeSH:C0023977] potentiation preserve bmc-transplanted rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] compare epileptic control donor-derived gfp cell rarely find brain transplant [MeSH:C0332835] epileptic rat [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] [MeSH:C0034721] bmcs prevent [MeSH:C0000918] development [MeSH:C0243107] chronic seizure [MeSH:C0270844] reduce neuron [MeSH:C0027882]al loss influence reorganization [MeSH:C0019985] hippocampal [MeSH:C0228249] [MeSH:C0228249] neuron [MeSH:C0027882]al network,neurological
